question,answer
Tôi muốn gặp bác sĩ chuyên về viêm phổi,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Sản.
"Tôi bị mẩn đỏ, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Phục hồi chức năng để được bác sĩ thăm khám.
Khoa Mắt làm việc khi nào?,"Khoa Mắt làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Dịch vụ nội soi có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ nội soi."
Giá khám ở khoa Y học cổ truyền là bao nhiêu?,Chi phí khám ở khoa Y học cổ truyền phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Giá khám ở khoa Tai Mũi Họng là bao nhiêu?,Chi phí khám ở khoa Tai Mũi Họng phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
"Tôi bị sụt cân, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tim mạch để được bác sĩ thăm khám.
Tôi có thể đặt lịch khám Thần kinh ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Thần kinh qua website hoặc tổng đài.
Tôi cần tư vấn về cao huyết áp,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về cao huyết áp.
Tôi có thể đặt lịch khám Hô hấp ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Hô hấp qua website hoặc tổng đài.
Tôi muốn gặp bác sĩ chuyên về đau dạ dày,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nội.
Bệnh viện có khoa Phục hồi chức năng không?,"Có, bệnh viện có chuyên khoa Phục hồi chức năng."
Triệu chứng đau khớp có nguy hiểm không?,Triệu chứng đau khớp có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi có thể đặt lịch khám Nội ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Nội qua website hoặc tổng đài.
Giá khám ở khoa Tim mạch là bao nhiêu?,Chi phí khám ở khoa Tim mạch phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi muốn gặp bác sĩ chuyên về viêm khớp,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Ngoại.
"Tôi bị sụt cân, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Sản để được bác sĩ thăm khám.
"Tôi bị ho, đau họng, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Dịch vụ điều trị vật lý trị liệu có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ điều trị vật lý trị liệu."
Bệnh viện có khoa Sản không?,"Có, bệnh viện có chuyên khoa Sản."
"Tôi bị khó thở, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Y học cổ truyền để được bác sĩ thăm khám.
Tôi có thể đặt lịch khám Răng Hàm Mặt ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Răng Hàm Mặt qua website hoặc tổng đài.
Tôi muốn gặp bác sĩ chuyên về viêm gan,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nội.
Tôi có thể đặt lịch khám Y học cổ truyền ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Y học cổ truyền qua website hoặc tổng đài.
Triệu chứng ho có nguy hiểm không?,Triệu chứng ho có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi có thể đặt lịch khám Nội ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Nội qua website hoặc tổng đài.
Giá khám ở khoa Y học cổ truyền là bao nhiêu?,Chi phí khám ở khoa Y học cổ truyền phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
"Tôi bị buồn nôn, ngứa, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Giá khám ở khoa Tiêu hóa là bao nhiêu?,Chi phí khám ở khoa Tiêu hóa phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Khoa Tim mạch làm việc khi nào?,"Khoa Tim mạch làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Bệnh viện có khoa Da liễu không?,"Có, bệnh viện có chuyên khoa Da liễu."
Giá khám ở khoa Cơ xương khớp là bao nhiêu?,Chi phí khám ở khoa Cơ xương khớp phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi muốn gặp bác sĩ chuyên về đau thần kinh tọa,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Ngoại.
Bệnh viện có khoa Cơ xương khớp không?,"Có, bệnh viện có chuyên khoa Cơ xương khớp."
"Tôi bị đau bụng, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tai Mũi Họng để được bác sĩ thăm khám.
Tôi muốn gặp bác sĩ chuyên về đau thần kinh tọa,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nhi.
Bệnh viện có khoa Phục hồi chức năng không?,"Có, bệnh viện có chuyên khoa Phục hồi chức năng."
"Tôi bị đau khớp, đau họng, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
"Tôi bị ho, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Nhi để được bác sĩ thăm khám.
Triệu chứng sụt cân có nguy hiểm không?,Triệu chứng sụt cân có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Giá khám ở khoa Hô hấp là bao nhiêu?,Chi phí khám ở khoa Hô hấp phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
"Tôi bị đau đầu, mẩn đỏ, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
"Tôi bị đau đầu, đau mắt, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Dịch vụ chụp X-quang có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ chụp X-quang."
Tôi muốn gặp bác sĩ chuyên về viêm phổi,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nhi.
Dịch vụ điều trị vật lý trị liệu có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ điều trị vật lý trị liệu."
Khoa Tim mạch làm việc khi nào?,"Khoa Tim mạch làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi muốn gặp bác sĩ chuyên về suy tim,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nhi.
Tôi có thể đặt lịch khám Tim mạch ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Tim mạch qua website hoặc tổng đài.
Tôi có thể đặt lịch khám Răng Hàm Mặt ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Răng Hàm Mặt qua website hoặc tổng đài.
"Tôi bị sốt, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Da liễu để được bác sĩ thăm khám.
"Tôi bị buồn nôn, ho, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi muốn gặp bác sĩ chuyên về trầm cảm,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Hô hấp.
Tôi muốn gặp bác sĩ chuyên về viêm phổi,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Cơ xương khớp.
Khoa Hô hấp làm việc khi nào?,"Khoa Hô hấp làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Khoa Nội làm việc khi nào?,"Khoa Nội làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi có thể đặt lịch khám Răng Hàm Mặt ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Răng Hàm Mặt qua website hoặc tổng đài.
Giá khám ở khoa Y học cổ truyền là bao nhiêu?,Chi phí khám ở khoa Y học cổ truyền phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi có thể đặt lịch khám Tai Mũi Họng ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Tai Mũi Họng qua website hoặc tổng đài.
Tôi muốn gặp bác sĩ chuyên về tiểu đường,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Phục hồi chức năng.
Bệnh viện có khoa Y học cổ truyền không?,"Có, bệnh viện có chuyên khoa Y học cổ truyền."
Dịch vụ chụp X-quang có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ chụp X-quang."
"Tôi bị chán ăn, đau họng, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
"Tôi bị khó thở, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Cơ xương khớp để được bác sĩ thăm khám.
Tôi muốn gặp bác sĩ chuyên về suy tim,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Cơ xương khớp.
"Tôi bị khó thở, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tai Mũi Họng để được bác sĩ thăm khám.
Giá khám ở khoa Nội là bao nhiêu?,Chi phí khám ở khoa Nội phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
"Tôi bị sưng khớp, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Phục hồi chức năng để được bác sĩ thăm khám.
Tôi có thể đặt lịch khám Thần kinh ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Thần kinh qua website hoặc tổng đài.
Triệu chứng sụt cân có nguy hiểm không?,Triệu chứng sụt cân có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi cần tư vấn về viêm khớp,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm khớp.
Khoa Mắt làm việc khi nào?,"Khoa Mắt làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Dịch vụ chụp X-quang có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ chụp X-quang."
Triệu chứng đau đầu có nguy hiểm không?,Triệu chứng đau đầu có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Giá khám ở khoa Mắt là bao nhiêu?,Chi phí khám ở khoa Mắt phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi muốn gặp bác sĩ chuyên về trầm cảm,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Sản.
Tôi muốn gặp bác sĩ chuyên về trầm cảm,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Tiêu hóa.
Khoa Răng Hàm Mặt làm việc khi nào?,"Khoa Răng Hàm Mặt làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
"Tôi bị tiêu chảy, chán ăn, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi muốn gặp bác sĩ chuyên về viêm gan,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Cơ xương khớp.
Khoa Y học cổ truyền làm việc khi nào?,"Khoa Y học cổ truyền làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Khoa Ngoại làm việc khi nào?,"Khoa Ngoại làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi muốn gặp bác sĩ chuyên về viêm phổi,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Tim mạch.
"Tôi bị sụt cân, đau đầu, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi có thể đặt lịch khám Cơ xương khớp ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Cơ xương khớp qua website hoặc tổng đài.
"Tôi bị ho, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Cơ xương khớp để được bác sĩ thăm khám.
Triệu chứng sốt có nguy hiểm không?,Triệu chứng sốt có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Triệu chứng ho có nguy hiểm không?,Triệu chứng ho có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Giá khám ở khoa Da liễu là bao nhiêu?,Chi phí khám ở khoa Da liễu phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Bệnh viện có khoa Tim mạch không?,"Có, bệnh viện có chuyên khoa Tim mạch."
Giá khám ở khoa Nội là bao nhiêu?,Chi phí khám ở khoa Nội phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
"Tôi bị ho, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Da liễu để được bác sĩ thăm khám.
Khoa Thần kinh làm việc khi nào?,"Khoa Thần kinh làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Giá khám ở khoa Phục hồi chức năng là bao nhiêu?,Chi phí khám ở khoa Phục hồi chức năng phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi cần tư vấn về tiểu đường,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về tiểu đường.
"Tôi bị ho, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Nội để được bác sĩ thăm khám.
Bệnh viện có khoa Răng Hàm Mặt không?,"Có, bệnh viện có chuyên khoa Răng Hàm Mặt."
Dịch vụ tư vấn dinh dưỡng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tư vấn dinh dưỡng."
"Tôi bị đau mắt, mẩn đỏ, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi cần tư vấn về viêm khớp,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm khớp.
Triệu chứng chóng mặt có nguy hiểm không?,Triệu chứng chóng mặt có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Giá khám ở khoa Nội là bao nhiêu?,Chi phí khám ở khoa Nội phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Giá khám ở khoa Ngoại là bao nhiêu?,Chi phí khám ở khoa Ngoại phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi có thể đặt lịch khám Hô hấp ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Hô hấp qua website hoặc tổng đài.
Tôi muốn gặp bác sĩ chuyên về đau dạ dày,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Sản.
"Tôi bị sưng khớp, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Y học cổ truyền để được bác sĩ thăm khám.
Tôi muốn gặp bác sĩ chuyên về cao huyết áp,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Tiêu hóa.
Bệnh viện có khoa Nội không?,"Có, bệnh viện có chuyên khoa Nội."
"Tôi bị chóng mặt, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Phục hồi chức năng để được bác sĩ thăm khám.
Tôi muốn gặp bác sĩ chuyên về đau dạ dày,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nhi.
Dịch vụ khám tổng quát có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ khám tổng quát."
"Tôi bị phát ban, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Nội để được bác sĩ thăm khám.
Khoa Tiêu hóa làm việc khi nào?,"Khoa Tiêu hóa làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi cần tư vấn về tiểu đường,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về tiểu đường.
Tôi có thể đặt lịch khám Phục hồi chức năng ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Phục hồi chức năng qua website hoặc tổng đài.
"Tôi bị đau lưng, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Mắt để được bác sĩ thăm khám.
Tôi muốn gặp bác sĩ chuyên về viêm da,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Cơ xương khớp.
Dịch vụ tư vấn dinh dưỡng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tư vấn dinh dưỡng."
Tôi có thể đặt lịch khám Phục hồi chức năng ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Phục hồi chức năng qua website hoặc tổng đài.
Khoa Tiêu hóa làm việc khi nào?,"Khoa Tiêu hóa làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Dịch vụ tư vấn dinh dưỡng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tư vấn dinh dưỡng."
"Tôi bị buồn nôn, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Hô hấp để được bác sĩ thăm khám.
"Tôi bị mệt mỏi, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Phục hồi chức năng để được bác sĩ thăm khám.
Dịch vụ nội soi có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ nội soi."
